EntrezGeneSymbol,Estimate
CCNYL1,0.001052162360671824
CCPG1,0.000586947430076752
CCT5,0.0009739331750455018
CCT7,3.220994621509952e-05
CCT8,-0.0002043942322454647
CD109,0.004431210312693822
CD14,0.003721902480384542
CD163,0.004960101163367201
CD164L2,-2.020016741956914e-06
CD177,-7.244647607835777e-05
CD1A,0.0001392358486727069
CD1B,-0.0002727250403199876
CD1D,-0.0001389149503796353
CD2,-0.00057211774099687
CD200,0.002162763269972421
CD200R1,-0.0001020093425270055
CD200R1L,0.0003165692224734046
CD207,-0.0002725573900291095
CD209,0.005152232731982899
CD22,-0.00129024974069976
CD226,-0.000859218331310154
CD244,-0.0001201451702124494
CD247,0.0004061925385847318
