celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Astro,all_secretome_linked,ELN,1,1,-0.0153
Astro,all_secretome_linked,SSC4D,2,1,-0.1927
Astro,all_secretome_linked,ZP3,10,1,-0.1095
Astro,all_secretome_linked,FGL2,2,1,-0.0508
Astro,all_secretome_linked,SEMA3C,2,1,0.4163
Astro,all_secretome_linked,HGF,1,-1,-0.1779
Astro,all_secretome_linked,SEMA3E,1,1,-0.1448
Astro,all_secretome_linked,SEMA3A,2,-1,-0.2391
Astro,all_secretome_linked,SEMA3D,7,1,0.3557
Astro,all_secretome_linked,TFPI2,1,1,-0.3045
Astro,all_secretome_linked,COL1A2,1,1,-0.1068
Astro,all_secretome_linked,PON1,1,-1,0.1136
Astro,all_secretome_linked,PON3,1,-1,0.2527
Astro,all_secretome_linked,PON2,1,-1,-0.0502
Astro,all_secretome_linked,TAC1,2,-1,0.4222
Astro,all_secretome_linked,NPTX2,1,1,-0.1655
Astro,all_secretome_linked,AZGP1,1,1,0.383
Astro,all_secretome_linked,CNPY4,1,1,0.0098
Astro,all_secretome_linked,GPC2,2,1,0.2944
Astro,all_secretome_linked,PILRA,2,1,-0.4889
Astro,all_secretome_linked,PCOLCE,1,1,-0.1438
Astro,all_secretome_linked,ACHE,1,1,0.0019
Astro,all_secretome_linked,SERPINE1,1,1,-0.1312
Astro,all_secretome_linked,VGF,3,-1,0.0601
Astro,all_secretome_linked,PLOD3,1,1,0.0155
Astro,all_secretome_linked,COL26A1,1,-1,-0.0405
Astro,all_secretome_linked,LRRC17,2,-1,-0.1221
Astro,all_secretome_linked,RELN,1,1,-0.2038
Astro,all_secretome_linked,NAMPT,1,1,0.0032
Astro,all_secretome_linked,LAMB1,1,-1,0.4887
Astro,all_secretome_linked,NRCAM,51,-1,-0.0554
Astro,all_secretome_linked,MDFIC,1,1,-0.0224
Astro,all_secretome_linked,MET,9,-1,-0.0146
Astro,all_secretome_linked,WNT2,1,-1,0.1682
Astro,all_secretome_linked,WNT16,1,1,0.2416
Astro,all_secretome_linked,FAM3C,2,-1,-0.3449
Astro,all_secretome_linked,PTPRZ1,1,-1,0.0223
Astro,all_secretome_linked,HILPDA,2,1,0.0696
Astro,all_secretome_linked,CALU,1,-1,0.2145
Astro,all_secretome_linked,KCP,2,1,-0.2516
Astro,all_secretome_linked,FAM180A,1,1,-0.2426
Astro,all_secretome_linked,PTN,1,-1,0.1868
Astro,all_secretome_linked,EPHB6,1,1,0.3303
Astro,all_secretome_linked,RARRES2,1,1,-0.0241
Astro,all_secretome_linked,AOC1,5,1,0.121
Astro,all_secretome_linked,ANGPT2,1,1,-0.1485
Astro,all_secretome_linked,PRSS51,5,-1,0.1165
Astro,all_secretome_linked,CTSB,1,1,-0.0481
Astro,all_secretome_linked,FGF20,1,1,-0.1729
Astro,all_secretome_linked,PDGFRL,2,-1,-0.1082
Astro,all_secretome_linked,FGL1,7,1,-0.1442
Astro,all_secretome_linked,ASAH1,2,1,0.044
Astro,all_secretome_linked,LPL,1,1,-0.5168
Astro,all_secretome_linked,LGI3,2,-1,-0.0841
Astro,all_secretome_linked,BMP1,1,1,0.0434
Astro,all_secretome_linked,PEBP4,1,-1,0.0861
Astro,all_secretome_linked,LOXL2,1,1,0.0623
Astro,all_secretome_linked,ADAM28,2,1,-0.0644
Astro,all_secretome_linked,CLU,2,1,0.0423
Astro,all_secretome_linked,PNOC,7,-1,0.0669
Astro,all_secretome_linked,NRG1,89,-1,-0.0094
Astro,all_secretome_linked,HTRA4,2,1,0.0698
Astro,all_secretome_linked,ADAM9,1,-1,-0.1285
Astro,all_secretome_linked,SFRP1,1,-1,0.6994
Astro,all_secretome_linked,PLAT,3,-1,-0.1146
Astro,all_secretome_linked,PXDNL,2,-1,0.1394
Astro,all_secretome_linked,SDCBP,2,1,0.0618
Astro,all_secretome_linked,GGH,1,1,-0.0311
Astro,all_secretome_linked,CRH,2,-1,0.04
Astro,all_secretome_linked,CPA6,3,1,-0.0737
Astro,all_secretome_linked,SULF1,6,-1,0.0717
Astro,all_secretome_linked,SBSPON,1,1,0.1412
Astro,all_secretome_linked,LY96,1,1,-0.141
Astro,all_secretome_linked,PI15,1,-1,-0.7372
Astro,all_secretome_linked,CRISPLD1,2,-1,-0.2205
Astro,all_secretome_linked,IL7,2,1,0.0694
Astro,all_secretome_linked,FABP5,1,1,-0.2191
Astro,all_secretome_linked,MMP16,1,-1,0.1111
Astro,all_secretome_linked,CPQ,1,1,0.0806
Astro,all_secretome_linked,MATN2,6,1,0.0337
Astro,all_secretome_linked,CTHRC1,2,-1,0.2471
Astro,all_secretome_linked,RSPO2,2,1,-0.0857
Astro,all_secretome_linked,TNFRSF11B,1,1,0.1872
Astro,all_secretome_linked,CCN3,1,-1,-0.2467
Astro,all_secretome_linked,ENPP2,21,1,0.0644
Astro,all_secretome_linked,COL14A1,14,1,-0.0323
Astro,all_secretome_linked,TG,31,-1,0.0725
Astro,all_secretome_linked,CCN4,1,-1,-0.1118
Astro,all_secretome_linked,ST3GAL1,1,-1,0.0081
Astro,all_secretome_linked,COL22A1,8,-1,-0.0387
Astro,all_secretome_linked,ADGRB1,9,-1,0.3996
Astro,all_secretome_linked,LY6K,1,-1,-0.2057
Astro,all_secretome_linked,THEM6,1,1,-0.0224
Astro,all_secretome_linked,GSDMD,2,1,-0.0231
Astro,all_secretome_linked,INSL6,1,1,-0.5853
Astro,all_secretome_linked,CD274,2,1,0.1934
Astro,all_secretome_linked,PDCD1LG2,4,1,-0.1185
Astro,all_secretome_linked,IL33,9,-1,-0.0373
Astro,all_secretome_linked,FREM1,16,1,-0.0567
Astro,all_secretome_linked,ADAMTSL1,46,-1,-0.0271
Astro,all_secretome_linked,TEK,1,1,-0.063
Astro,all_secretome_linked,C9orf72,1,1,0.3113
Astro,all_secretome_linked,B4GALT1,1,-1,0.0691
Astro,all_secretome_linked,PRSS3,12,1,-0.1258
Astro,all_secretome_linked,ENHO,1,-1,-0.0587
Astro,all_secretome_linked,IL11RA,2,-1,0.1153
Astro,all_secretome_linked,CCL27,1,-1,0.1434
Astro,all_secretome_linked,IGFBPL1,1,-1,0.1296
Astro,all_secretome_linked,MAMDC2,1,1,-0.0213
Astro,all_secretome_linked,ANXA1,5,1,0.3495
Astro,all_secretome_linked,PCSK5,1,-1,-0.1236
Astro,all_secretome_linked,CTSL,1,1,0.092
Astro,all_secretome_linked,OGN,1,1,0.3445
Astro,all_secretome_linked,ASPN,2,1,-0.0237
Astro,all_secretome_linked,ECM2,4,1,0.2122
Astro,all_secretome_linked,NINJ1,3,1,0.0978
Astro,all_secretome_linked,COL15A1,1,1,-0.5869
Astro,all_secretome_linked,TXN,1,1,0.0616
Astro,all_secretome_linked,SVEP1,1,1,-0.2454
Astro,all_secretome_linked,COL27A1,2,1,-0.1314
Astro,all_secretome_linked,TNC,6,1,0.3111
Astro,all_secretome_linked,PAPPA,2,1,0.2295
Astro,all_secretome_linked,GSN,31,1,0.1056
Astro,all_secretome_linked,CRB2,5,1,0.1415
Astro,all_secretome_linked,OLFML2A,9,1,0.1247
Astro,all_secretome_linked,ANGPTL2,1,-1,-0.1011
Astro,all_secretome_linked,TOR2A,1,1,0.1863
Astro,all_secretome_linked,HMCN2,9,-1,0.2344
Astro,all_secretome_linked,LAMC3,1,-1,0.0293
Astro,all_secretome_linked,CEL,3,1,0.1024
Astro,all_secretome_linked,ABO,4,1,-0.0326
Astro,all_secretome_linked,ADAMTS13,5,1,-0.2399
Astro,all_secretome_linked,ADAMTSL2,2,-1,0.2111
Astro,all_secretome_linked,COL5A1,1,1,0.1204
Astro,all_secretome_linked,OLFM1,4,-1,0.3776
Astro,all_secretome_linked,QSOX2,2,-1,0.1244
Astro,all_secretome_linked,EGFL7,2,1,-0.1461
Astro,all_secretome_linked,C8G,1,1,-0.1021
Astro,all_secretome_linked,LCN12,2,-1,-0.0277
Astro,all_secretome_linked,PTGDS,2,1,0.2401
Astro,all_secretome_linked,DPP7,2,1,0.0285
Astro,all_secretome_linked,IL15RA,1,1,0.0435
Astro,all_secretome_linked,ITIH5,9,1,0.0594
Astro,all_secretome_linked,CELF2-AS1,2,-1,0.0401
Astro,all_secretome_linked,CCDC3,19,1,-0.0002
Astro,all_secretome_linked,CDNF,2,1,0.1149
Astro,all_secretome_linked,C1QL3,1,1,-0.2134
Astro,all_secretome_linked,NRP1,1,-1,0.2873
Astro,all_secretome_linked,CXCL12,2,1,-0.0216
Astro,all_secretome_linked,GDF10,2,1,-0.3955
Astro,all_secretome_linked,VSTM4,2,1,0.0716
Astro,all_secretome_linked,ASAH2,2,1,-0.1575
Astro,all_secretome_linked,DKK1,1,-1,-0.3538
Astro,all_secretome_linked,PCDH15,3,-1,0.004
Astro,all_secretome_linked,SRGN,3,1,0.015
Astro,all_secretome_linked,NODAL,1,-1,0.0604
Astro,all_secretome_linked,ADAMTS14,3,1,-0.0643
Astro,all_secretome_linked,PSAP,2,1,0.1367
Astro,all_secretome_linked,SPOCK2,2,1,0.0143
Astro,all_secretome_linked,PLAU,1,1,-0.332
Astro,all_secretome_linked,SFTPD,1,1,0.3555
Astro,all_secretome_linked,PLAC9,3,-1,0.2055
Astro,all_secretome_linked,PRXL2A,6,-1,0.0713
Astro,all_secretome_linked,NRG3,169,-1,-0.0432
Astro,all_secretome_linked,MMRN2,2,-1,-0.1688
Astro,all_secretome_linked,MINPP1,2,1,0.0957
Astro,all_secretome_linked,PTEN,1,-1,-0.0024
Astro,all_secretome_linked,RNLS,1,1,0.25
Astro,all_secretome_linked,FAS,1,1,-0.0002
Astro,all_secretome_linked,FGFBP3,1,1,-0.0132
Astro,all_secretome_linked,IDE,10,-1,-0.0252
Astro,all_secretome_linked,RBP4,2,1,-0.3563
Astro,all_secretome_linked,LGI1,2,1,0.1014
Astro,all_secretome_linked,TLL2,1,1,-0.0894
Astro,all_secretome_linked,SLIT1,2,-1,0.4554
Astro,all_secretome_linked,CRTAC1,3,1,-0.1542
Astro,all_secretome_linked,LOXL4,2,-1,0.0105
Astro,all_secretome_linked,HPSE2,35,1,0.0692
Astro,all_secretome_linked,WNT8B,1,-1,0.0945
Astro,all_secretome_linked,KAZALD1,2,-1,-0.0568
Astro,all_secretome_linked,CASP7,7,-1,0.003
Astro,all_secretome_linked,FGFR2,18,-1,-0.0365
Astro,all_secretome_linked,HTRA1,3,-1,-0.1672
Astro,all_secretome_linked,FAM24B,1,-1,-0.209
Astro,all_secretome_linked,CPXM2,2,1,-0.0761
Astro,all_secretome_linked,MMP21,2,1,0.1346
Astro,all_secretome_linked,ADAM12,2,1,0.0422
Astro,all_secretome_linked,DEAF1,2,1,0.2429
Astro,all_secretome_linked,GATD1,1,1,-0.0054
Astro,all_secretome_linked,CHID1,3,1,0.2549
Astro,all_secretome_linked,CTSD,1,1,0.0922
Astro,all_secretome_linked,MMP26,3,-1,0.1415
Astro,all_secretome_linked,SMPD1,1,-1,-0.0704
Astro,all_secretome_linked,HPX,2,-1,0.3676
Astro,all_secretome_linked,OLFML1,3,-1,-0.0989
Astro,all_secretome_linked,TUB,22,-1,-0.0403
Astro,all_secretome_linked,SCUBE2,1,-1,0.0817
Astro,all_secretome_linked,ADM,5,1,0.2929
Astro,all_secretome_linked,MTRNR2L8,1,-1,-0.2137
Astro,all_secretome_linked,DKK3,2,1,-0.0192
Astro,all_secretome_linked,SPON1,1,-1,0.0541
Astro,all_secretome_linked,CALCB,6,-1,0.0646
Astro,all_secretome_linked,NUCB2,1,1,0.1542
Astro,all_secretome_linked,OTOG,1,-1,0.1484
Astro,all_secretome_linked,SAA2,1,1,0.2104
Astro,all_secretome_linked,NELL1,2,-1,0.1424
Astro,all_secretome_linked,LUZP2,27,-1,0.0313
Astro,all_secretome_linked,FIBIN,3,1,0.0642
Astro,all_secretome_linked,BDNF,15,1,0.0251
Astro,all_secretome_linked,CD59,5,1,0.137
Astro,all_secretome_linked,CD44,13,1,0.1368
Astro,all_secretome_linked,PAMR1,12,-1,-0.0565
Astro,all_secretome_linked,FJX1,2,-1,0.0661
Astro,all_secretome_linked,EXT2,2,-1,-0.0476
Astro,all_secretome_linked,MDK,1,1,-0.2265
Astro,all_secretome_linked,C1QTNF4,3,-1,0.3821
Astro,all_secretome_linked,PTPRJ,1,-1,0.0651
Astro,all_secretome_linked,SERPING1,1,-1,0.3556
Astro,all_secretome_linked,MS4A13,1,-1,-0.0211
Astro,all_secretome_linked,CD6,2,1,-0.3723
Astro,all_secretome_linked,VWCE,6,1,0.0543
Astro,all_secretome_linked,SCGB1D2,1,1,0.7945
Astro,all_secretome_linked,FLRT1,2,-1,-0.4562
Astro,all_secretome_linked,VEGFB,2,1,-0.0868
Astro,all_secretome_linked,LTBP3,4,1,0.1406
Astro,all_secretome_linked,EFEMP2,1,1,-0.195
Astro,all_secretome_linked,CLCF1,1,1,0.4859
Astro,all_secretome_linked,DEFB131B,1,1,-0.1009
Astro,all_secretome_linked,IL18BP,2,-1,0.2993
Astro,all_secretome_linked,FOLR2,2,1,0.2893
Astro,all_secretome_linked,CHRDL2,1,-1,0.0806
Astro,all_secretome_linked,TSKU,3,1,-0.3137
Astro,all_secretome_linked,PRSS23,1,-1,-0.2881
Astro,all_secretome_linked,ENDOD1,1,1,0.2188
Astro,all_secretome_linked,ANGPTL5,1,1,0.0553
Astro,all_secretome_linked,PDGFD,1,-1,0.1027
Astro,all_secretome_linked,CASP4,3,-1,0.1452
Astro,all_secretome_linked,CRYAB,5,1,0.3998
Astro,all_secretome_linked,IL18,1,1,-0.0727
Astro,all_secretome_linked,NCAM1,1,-1,0.069
Astro,all_secretome_linked,TMEM25,1,-1,-0.2159
Astro,all_secretome_linked,NECTIN1,2,-1,0.015
Astro,all_secretome_linked,OAF,1,-1,-0.0384
Astro,all_secretome_linked,TECTA,2,-1,-0.0106
Astro,all_secretome_linked,SORL1,45,-1,-0.0954
Astro,all_secretome_linked,ST3GAL4,15,1,-0.0084
Astro,all_secretome_linked,KIRREL3,1,-1,0.3817
Astro,all_secretome_linked,ADAMTS8,2,-1,0.19
Astro,all_secretome_linked,ADAMTS15,2,1,-0.0591
Astro,all_secretome_linked,JAM3,1,1,0.1079
Astro,all_secretome_linked,GLB1L2,1,1,0.0503
Astro,all_secretome_linked,B3GAT1,9,-1,0.1082
Astro,all_secretome_linked,WNT5B,17,-1,0.2376
Astro,all_secretome_linked,TULP3,1,1,-0.0118
Astro,all_secretome_linked,NTF3,21,-1,0.0896
Astro,all_secretome_linked,VWF,2,1,-0.0209
Astro,all_secretome_linked,CD9,11,1,0.3675
Astro,all_secretome_linked,TNFRSF1A,2,1,0.0151
Astro,all_secretome_linked,ACRBP,1,1,-0.0597
Astro,all_secretome_linked,C1S,15,1,-0.0067
Astro,all_secretome_linked,C1R,2,1,-0.4774
Astro,all_secretome_linked,C1RL,1,1,0.1174
Astro,all_secretome_linked,CD163L1,1,1,0.1902
Astro,all_secretome_linked,CD163,1,1,0.0584
Astro,all_secretome_linked,MFAP5,2,1,0.0482
Astro,all_secretome_linked,A2ML1,6,1,0.118
Astro,all_secretome_linked,A2M,3,1,-0.2196
Astro,all_secretome_linked,OLR1,3,1,-0.3047
Astro,all_secretome_linked,PRR4,1,-1,0.2119
Astro,all_secretome_linked,PRH2,1,1,0.2767
Astro,all_secretome_linked,PRB1,2,1,0.0706
Astro,all_secretome_linked,PRB2,1,-1,-0.0896
Astro,all_secretome_linked,ART4,2,-1,-0.2357
Astro,all_secretome_linked,MGP,4,1,-0.0656
Astro,all_secretome_linked,SPX,2,1,0.0797
Astro,all_secretome_linked,PTHLH,1,-1,-0.0604
Astro,all_secretome_linked,OVCH1,1,1,0.1305
Astro,all_secretome_linked,ADAMTS20,2,-1,0.1337
Astro,all_secretome_linked,NELL2,3,-1,0.0959
Astro,all_secretome_linked,ENDOU,2,-1,0.1855
Astro,all_secretome_linked,WNT10B,2,1,0.0241
Astro,all_secretome_linked,IGFBP6,1,1,-0.0855
Astro,all_secretome_linked,NPFF,1,-1,0.0006
Astro,all_secretome_linked,CD63,1,1,0.0765
Astro,all_secretome_linked,GDF11,2,-1,0.0165
Astro,all_secretome_linked,MMP19,1,1,-0.2386
Astro,all_secretome_linked,PMEL,1,-1,0.2341
Astro,all_secretome_linked,ERBB3,3,1,-0.3567
Astro,all_secretome_linked,IL23A,2,-1,-0.2384
Astro,all_secretome_linked,TAC3,6,-1,0.032
Astro,all_secretome_linked,NXPH4,1,-1,0.0729
Astro,all_secretome_linked,WIF1,1,-1,0.2652
Astro,all_secretome_linked,LYZ,1,1,0.2508
Astro,all_secretome_linked,PTPRR,20,-1,0.0505
Astro,all_secretome_linked,GLIPR1L1,5,-1,0.0675
Astro,all_secretome_linked,OTOGL,15,-1,-0.0472
Astro,all_secretome_linked,NTS,2,1,0.1268
Astro,all_secretome_linked,KITLG,1,1,0.397
Astro,all_secretome_linked,LUM,1,1,0.2857
Astro,all_secretome_linked,DCN,2,1,-0.2384
Astro,all_secretome_linked,NTN4,1,-1,0.3512
Astro,all_secretome_linked,IGF1,2,-1,0.1102
Astro,all_secretome_linked,TMEM119,3,1,-0.1209
Astro,all_secretome_linked,DAO,4,1,-0.1165
Astro,all_secretome_linked,TCTN1,1,1,0.139
Astro,all_secretome_linked,OAS1,1,1,-0.3177
Astro,all_secretome_linked,GLT1D1,3,-1,0.4918
Astro,all_secretome_linked,MMP17,5,-1,0.0048
Astro,all_secretome_linked,IL17D,1,1,0.1716
Astro,all_secretome_linked,FGF9,1,-1,0.2236
Astro,all_secretome_linked,FLT1,35,1,-0.12
Astro,all_secretome_linked,HMGB1,21,1,0.1287
Astro,all_secretome_linked,KL,2,-1,0.1739
Astro,all_secretome_linked,NHLRC3,1,1,0.0573
Astro,all_secretome_linked,ENOX1,2,-1,-0.1433
Astro,all_secretome_linked,ITM2B,3,1,0.0263
Astro,all_secretome_linked,SERPINE3,3,-1,0.0904
Astro,all_secretome_linked,THSD1,4,-1,-0.0881
Astro,all_secretome_linked,CNMD,2,-1,0.1277
Astro,all_secretome_linked,PIBF1,1,-1,0.0224
Astro,all_secretome_linked,CLN5,1,-1,-0.062
Astro,all_secretome_linked,SLITRK1,3,-1,0.1578
Astro,all_secretome_linked,GPC5,35,-1,-0.0601
Astro,all_secretome_linked,GPC6,89,-1,0.0414
Astro,all_secretome_linked,ITGBL1,4,1,0.1551
Astro,all_secretome_linked,TNFSF13B,3,-1,-0.0621
Astro,all_secretome_linked,COL4A1,1,1,0.3137
Astro,all_secretome_linked,COL4A2,1,1,0.3137
Astro,all_secretome_linked,F10,3,-1,0.1234
Astro,all_secretome_linked,GAS6,2,-1,0.0664
Astro,all_secretome_linked,ANG,2,1,-0.0038
Astro,all_secretome_linked,RNASE4,2,1,-0.0038
Astro,all_secretome_linked,RNASE6,2,1,-0.2324
Astro,all_secretome_linked,RNASE1,3,1,0.1208
Astro,all_secretome_linked,C14orf93,1,-1,-0.1043
Astro,all_secretome_linked,DHRS4L2,9,1,-0.0786
Astro,all_secretome_linked,CBLN3,2,1,-0.1527
Astro,all_secretome_linked,COCH,1,1,-0.5122
Astro,all_secretome_linked,FAM177A1,2,-1,-0.1794
Astro,all_secretome_linked,TMX1,1,1,0.0344
Astro,all_secretome_linked,NID2,1,1,0.0083
Astro,all_secretome_linked,TXNDC16,1,-1,-0.0267
Astro,all_secretome_linked,ERO1A,1,-1,0.0826
Astro,all_secretome_linked,BMP4,2,1,0.313
Astro,all_secretome_linked,LGALS3,1,1,0.2204
Astro,all_secretome_linked,SMOC1,3,1,0.0619
Astro,all_secretome_linked,PAPLN,5,-1,0.1687
Astro,all_secretome_linked,ENTPD5,1,1,0.0552
Astro,all_secretome_linked,NPC2,1,1,-0.0513
Astro,all_secretome_linked,LTBP2,1,1,0.0151
Astro,all_secretome_linked,PGF,3,1,-0.1263
Astro,all_secretome_linked,TGFB3,3,-1,-0.1681
Astro,all_secretome_linked,VASH1,6,-1,0.0691
Astro,all_secretome_linked,ISM2,1,-1,-0.0478
Astro,all_secretome_linked,FLRT2,4,1,0.0985
Astro,all_secretome_linked,FBLN5,2,1,-0.0812
Astro,all_secretome_linked,CHGA,2,1,-0.3414
Astro,all_secretome_linked,SERPINA1,2,1,-0.3704
Astro,all_secretome_linked,SERPINA3,1,1,0.4045
Astro,all_secretome_linked,HHIPL1,2,-1,0.0796
Astro,all_secretome_linked,WDR25,3,1,-0.1218
Astro,all_secretome_linked,AMN,1,1,-0.0793
Astro,all_secretome_linked,IGHG4,2,-1,0.3386
Astro,all_secretome_linked,IGHG1,1,-1,0.3848
Astro,all_secretome_linked,SCG5,2,1,-0.2085
Astro,all_secretome_linked,GREM1,1,-1,0.1122
Astro,all_secretome_linked,THBS1,2,1,0.1287
Astro,all_secretome_linked,B2M,2,1,-0.0875
Astro,all_secretome_linked,SORD,6,1,0.0179
Astro,all_secretome_linked,FBN1,1,1,0.1631
Astro,all_secretome_linked,FGF7,2,1,-0.015
Astro,all_secretome_linked,GLDN,8,1,-0.0145
Astro,all_secretome_linked,SCG3,1,-1,0.0299
Astro,all_secretome_linked,LIPC,6,1,-0.1323
Astro,all_secretome_linked,ANXA2,1,1,0.3854
Astro,all_secretome_linked,PPIB,1,1,-0.1096
Astro,all_secretome_linked,CILP,1,-1,0.5109
Astro,all_secretome_linked,C15orf61,1,1,-0.0169
Astro,all_secretome_linked,SPESP1,1,1,0.099
Astro,all_secretome_linked,THSD4,62,-1,0.1714
Astro,all_secretome_linked,ADPGK,10,1,0.0065
Astro,all_secretome_linked,LOXL1,3,-1,0.1868
Astro,all_secretome_linked,ISLR,4,1,0.3168
Astro,all_secretome_linked,ADAMTS7,1,-1,0.248
Astro,all_secretome_linked,CEMIP,1,1,-0.1109
Astro,all_secretome_linked,IL16,24,1,-0.051
Astro,all_secretome_linked,ADAMTSL3,2,1,0.455
Astro,all_secretome_linked,NMB,1,1,0.1915
Astro,all_secretome_linked,HAPLN3,2,-1,0.119
Astro,all_secretome_linked,MFGE8,2,-1,0.1467
Astro,all_secretome_linked,NGRN,1,1,0.0348
Astro,all_secretome_linked,FURIN,5,-1,0.0936
Astro,all_secretome_linked,ST8SIA2,2,-1,0.0929
Astro,all_secretome_linked,RGMA,5,1,0.0331
Astro,all_secretome_linked,ADAMTS17,1,-1,0.0499
Astro,all_secretome_linked,CHSY1,1,-1,-0.1643
Astro,all_secretome_linked,PCSK6,45,-1,0.1122
Astro,all_secretome_linked,WFIKKN1,1,1,0.2065
Astro,all_secretome_linked,METRN,2,1,0.0234
Astro,all_secretome_linked,C1QTNF8,3,1,-0.1599
Astro,all_secretome_linked,TPSD1,3,-1,-0.2523
Astro,all_secretome_linked,GNPTG,1,1,0.2236
Astro,all_secretome_linked,GFER,2,1,0.1315
Astro,all_secretome_linked,PKD1,2,1,-0.0391
Astro,all_secretome_linked,DNASE1L2,1,1,-0.0709
Astro,all_secretome_linked,PRSS27,1,1,-0.2013
Astro,all_secretome_linked,MMP25,2,-1,0.3465
Astro,all_secretome_linked,IL32,1,1,-0.0048
Astro,all_secretome_linked,MTRNR2L4,1,1,-0.1944
Astro,all_secretome_linked,DNASE1,2,1,0.0144
Astro,all_secretome_linked,VASN,5,1,-0.0186
Astro,all_secretome_linked,C16orf89,1,1,0.2307
Astro,all_secretome_linked,XYLT1,1,-1,0.1202
Astro,all_secretome_linked,CLEC19A,2,-1,-0.2682
Astro,all_secretome_linked,OTOA,3,-1,-0.1041
Astro,all_secretome_linked,VWA3A,8,1,0.0156
Astro,all_secretome_linked,IL4R,12,1,0.1417
Astro,all_secretome_linked,CTF1,2,1,0.1115
Astro,all_secretome_linked,PRSS53,1,1,-0.2712
Astro,all_secretome_linked,PRSS36,2,-1,-0.1167
Astro,all_secretome_linked,ITFG1,1,-1,-0.0497
Astro,all_secretome_linked,MMP2,13,1,-0.0835
Astro,all_secretome_linked,CES5A,13,-1,0.198
Astro,all_secretome_linked,RSPRY1,1,-1,0.0145
Astro,all_secretome_linked,CX3CL1,1,1,0.3909
Astro,all_secretome_linked,ADGRG1,11,-1,-0.0249
Astro,all_secretome_linked,PRSS54,1,1,-0.1578
Astro,all_secretome_linked,CKLF,2,1,0.0538
Astro,all_secretome_linked,CES4A,4,1,0.0546
Astro,all_secretome_linked,GFOD2,1,1,0.2038
Astro,all_secretome_linked,NRN1L,2,1,-0.1629
Astro,all_secretome_linked,LCAT,3,1,-0.005
Astro,all_secretome_linked,PLA2G15,3,-1,-0.0409
Astro,all_secretome_linked,ST3GAL2,11,1,-0.0741
Astro,all_secretome_linked,IL34,14,1,-0.0564
Astro,all_secretome_linked,CLEC18B,1,1,0.6829
Astro,all_secretome_linked,ADAMTS18,1,1,-0.7751
Astro,all_secretome_linked,MBTPS1,1,-1,-0.0063
Astro,all_secretome_linked,WFDC1,1,-1,0.1122
Astro,all_secretome_linked,CRISPLD2,2,1,-0.2095
Astro,all_secretome_linked,SERPINF2,4,-1,0.2863
Astro,all_secretome_linked,SERPINF1,2,1,-0.189
Astro,all_secretome_linked,CYB5D2,1,1,0.0776
Astro,all_secretome_linked,CXCL16,1,-1,-0.0701
Astro,all_secretome_linked,VMO1,1,-1,0.1476
Astro,all_secretome_linked,C1QBP,1,1,0.1087
Astro,all_secretome_linked,ASGR1,1,-1,0.1053
Astro,all_secretome_linked,TNFSF12,1,1,-0.0329
Astro,all_secretome_linked,TNFSF13,2,-1,0.104
Astro,all_secretome_linked,SHBG,3,1,-0.1107
Astro,all_secretome_linked,NTN1,2,1,0.1905
Astro,all_secretome_linked,MFAP4,3,1,0.0343
Astro,all_secretome_linked,MTRNR2L1,2,1,1.1972
Astro,all_secretome_linked,LGALS9,3,1,-0.0987
Astro,all_secretome_linked,VTN,2,-1,-0.1508
Astro,all_secretome_linked,SDF2,1,1,0.0545
Astro,all_secretome_linked,DHRS13,1,-1,0.0629
Astro,all_secretome_linked,ABHD15,2,-1,0.0237
Astro,all_secretome_linked,TMEM98,1,-1,-0.0837
Astro,all_secretome_linked,CCL2,1,-1,0.0607
Astro,all_secretome_linked,MMP28,2,-1,0.2117
Astro,all_secretome_linked,CCL5,2,1,0.056
Astro,all_secretome_linked,CCL4L2,2,1,0.0214
Astro,all_secretome_linked,DHRS11,1,-1,-0.1651
Astro,all_secretome_linked,PLXDC1,2,1,-0.0709
Astro,all_secretome_linked,IGFBP4,1,1,-0.3624
Astro,all_secretome_linked,HCRT,1,-1,-0.0602
Astro,all_secretome_linked,IFI35,1,1,-0.0169
Astro,all_secretome_linked,PYY,8,1,-0.0305
Astro,all_secretome_linked,GRN,3,1,0.0547
Astro,all_secretome_linked,C1QL1,2,1,0.0341
Astro,all_secretome_linked,MAPT,19,1,0.1871
Astro,all_secretome_linked,WNT3,1,-1,0.0138
Astro,all_secretome_linked,WNT9B,1,1,-0.3914
Astro,all_secretome_linked,NXPH3,2,1,-0.1124
Astro,all_secretome_linked,COL1A1,1,1,0.5664
Astro,all_secretome_linked,XYLT2,1,-1,0.0002
Astro,all_secretome_linked,CHAD,4,-1,0.1718
Astro,all_secretome_linked,SPATA20,1,1,-0.0235
Astro,all_secretome_linked,CA10,3,-1,0.1706
Astro,all_secretome_linked,NOG,1,1,0.0205
Astro,all_secretome_linked,C17orf67,1,1,0.2768
Astro,all_secretome_linked,SCPEP1,1,1,0.2164
Astro,all_secretome_linked,LPO,5,-1,-0.0374
Astro,all_secretome_linked,RNF43,3,-1,0.1137
Astro,all_secretome_linked,ACE,2,1,-0.2666
Astro,all_secretome_linked,FAM20A,13,1,-0.1666
Astro,all_secretome_linked,BTBD17,2,-1,0.2666
Astro,all_secretome_linked,C17orf99,1,1,-0.033
Astro,all_secretome_linked,TIMP2,18,1,0.0827
Astro,all_secretome_linked,LGALS3BP,1,1,0.1133
