celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Oligo,all_secretome_linked,AOAH,2,-1,0.2917
Oligo,all_secretome_linked,EPDR1,27,-1,0.1379
Oligo,all_secretome_linked,SFRP4,1,-1,-0.0532
Oligo,all_secretome_linked,INHBA,3,1,0.1275
Oligo,all_secretome_linked,AEBP1,6,1,-0.2007
Oligo,all_secretome_linked,PPIA,1,-1,-0.1482
Oligo,all_secretome_linked,IGFBP3,3,1,0.0636
Oligo,all_secretome_linked,VWC2,1,-1,0.0066
Oligo,all_secretome_linked,ZPBP,1,1,-0.5494
Oligo,all_secretome_linked,VSTM2A,2,-1,-0.0298
Oligo,all_secretome_linked,EGFR,44,-1,0.0625
Oligo,all_secretome_linked,STX1A,4,-1,0.0319
Oligo,all_secretome_linked,ELN,1,1,0.1522
Oligo,all_secretome_linked,SSC4D,2,-1,0.2145
Oligo,all_secretome_linked,ZP3,10,-1,0.105
Oligo,all_secretome_linked,FGL2,2,1,-0.0739
Oligo,all_secretome_linked,SEMA3C,2,1,0.0488
Oligo,all_secretome_linked,HGF,1,1,0.0757
Oligo,all_secretome_linked,SEMA3E,1,1,0.1448
Oligo,all_secretome_linked,SEMA3A,2,-1,-0.3141
Oligo,all_secretome_linked,SEMA3D,7,1,0.0354
Oligo,all_secretome_linked,COL1A2,1,1,-0.6256
Oligo,all_secretome_linked,PON1,1,1,-0.1134
Oligo,all_secretome_linked,PON3,1,1,-0.3226
Oligo,all_secretome_linked,PON2,1,1,0.1291
Oligo,all_secretome_linked,TAC1,2,-1,0.2255
Oligo,all_secretome_linked,NPTX2,1,1,0.5713
Oligo,all_secretome_linked,AZGP1,1,1,0.8708
Oligo,all_secretome_linked,CNPY4,1,1,0.1187
Oligo,all_secretome_linked,GPC2,2,-1,0.1088
Oligo,all_secretome_linked,PILRA,2,1,-0.0049
Oligo,all_secretome_linked,ACHE,1,1,-0.0232
Oligo,all_secretome_linked,SERPINE1,1,1,-0.0168
Oligo,all_secretome_linked,VGF,3,1,-0.0747
Oligo,all_secretome_linked,PLOD3,1,1,0.1937
Oligo,all_secretome_linked,COL26A1,1,-1,0.2156
Oligo,all_secretome_linked,LRRC17,2,-1,0.0755
Oligo,all_secretome_linked,RELN,1,1,-0.0425
Oligo,all_secretome_linked,NAMPT,1,1,0.2035
Oligo,all_secretome_linked,LAMB1,1,-1,0.1842
Oligo,all_secretome_linked,NRCAM,51,-1,0.0855
Oligo,all_secretome_linked,MDFIC,1,1,-0.6384
Oligo,all_secretome_linked,MET,9,1,0.1364
Oligo,all_secretome_linked,WNT2,1,-1,0.2404
Oligo,all_secretome_linked,FAM3C,2,1,0.1725
Oligo,all_secretome_linked,PTPRZ1,1,-1,0.172
Oligo,all_secretome_linked,HILPDA,2,1,0.0378
Oligo,all_secretome_linked,CALU,1,-1,-0.0748
Oligo,all_secretome_linked,KCP,2,1,-0.2516
Oligo,all_secretome_linked,CPA4,1,-1,-0.2569
Oligo,all_secretome_linked,PTN,1,-1,0.1588
Oligo,all_secretome_linked,EPHB6,1,-1,0.044
Oligo,all_secretome_linked,LLCFC1,1,-1,0.0356
Oligo,all_secretome_linked,PIP,1,1,0.0027
Oligo,all_secretome_linked,RARRES2,1,1,-0.1587
Oligo,all_secretome_linked,ANGPT2,1,1,-0.3241
Oligo,all_secretome_linked,PRSS51,5,-1,0.2229
Oligo,all_secretome_linked,CTSB,1,-1,-0.088
Oligo,all_secretome_linked,FGF20,1,-1,0.2993
Oligo,all_secretome_linked,PDGFRL,2,-1,0.1071
Oligo,all_secretome_linked,ASAH1,2,1,0.1451
Oligo,all_secretome_linked,LPL,1,1,0.0774
Oligo,all_secretome_linked,LGI3,2,1,0.3357
Oligo,all_secretome_linked,SFTPC,1,1,0.0347
Oligo,all_secretome_linked,BMP1,1,1,0.2976
Oligo,all_secretome_linked,PEBP4,1,1,0.4635
Oligo,all_secretome_linked,LOXL2,1,1,0.1583
Oligo,all_secretome_linked,ADAM28,2,1,-0.2157
Oligo,all_secretome_linked,CLU,2,1,0.2463
Oligo,all_secretome_linked,NRG1,89,-1,0.0278
Oligo,all_secretome_linked,ADAM9,1,-1,-0.2089
Oligo,all_secretome_linked,SFRP1,1,1,0.1165
Oligo,all_secretome_linked,PLAT,3,-1,0.0093
Oligo,all_secretome_linked,PXDNL,2,1,0.0203
Oligo,all_secretome_linked,PENK,3,-1,0.5686
Oligo,all_secretome_linked,SDCBP,2,-1,-0.3562
Oligo,all_secretome_linked,GGH,1,1,-0.0152
Oligo,all_secretome_linked,CRH,2,-1,0.4099
Oligo,all_secretome_linked,CPA6,3,-1,-0.1522
Oligo,all_secretome_linked,SULF1,6,-1,0.1355
Oligo,all_secretome_linked,SBSPON,1,-1,0.2436
Oligo,all_secretome_linked,LY96,1,1,-0.0443
Oligo,all_secretome_linked,PI15,1,-1,-0.067
Oligo,all_secretome_linked,CRISPLD1,2,-1,0.2111
Oligo,all_secretome_linked,IL7,2,1,-0.2205
Oligo,all_secretome_linked,FABP5,1,1,0.0114
Oligo,all_secretome_linked,MMP16,1,-1,-0.0866
Oligo,all_secretome_linked,CPQ,1,1,0.3589
Oligo,all_secretome_linked,MATN2,6,1,0.0961
Oligo,all_secretome_linked,CTHRC1,2,1,-0.191
Oligo,all_secretome_linked,RSPO2,2,1,-0.363
Oligo,all_secretome_linked,TNFRSF11B,1,1,-0.0455
Oligo,all_secretome_linked,CCN3,1,1,-0.1797
Oligo,all_secretome_linked,ENPP2,21,-1,0.0383
Oligo,all_secretome_linked,COL14A1,14,1,-0.045
Oligo,all_secretome_linked,TG,31,-1,-0.0031
Oligo,all_secretome_linked,ST3GAL1,1,1,0.2561
Oligo,all_secretome_linked,COL22A1,8,-1,-0.083
Oligo,all_secretome_linked,ADGRB1,9,-1,0.0287
Oligo,all_secretome_linked,THEM6,1,1,0.052
Oligo,all_secretome_linked,GSDMD,2,1,-0.4238
Oligo,all_secretome_linked,INSL6,1,1,-0.2199
Oligo,all_secretome_linked,RLN1,1,-1,0.1662
Oligo,all_secretome_linked,CD274,2,1,0.1487
Oligo,all_secretome_linked,PDCD1LG2,4,1,-0.1983
Oligo,all_secretome_linked,IL33,9,-1,-0.1612
Oligo,all_secretome_linked,FREM1,16,-1,0.1129
Oligo,all_secretome_linked,ADAMTSL1,46,-1,0.0851
Oligo,all_secretome_linked,IFNA2,1,-1,-0.1341
Oligo,all_secretome_linked,TEK,1,-1,0.4207
Oligo,all_secretome_linked,C9orf72,1,-1,-0.1384
Oligo,all_secretome_linked,B4GALT1,1,-1,-0.1012
Oligo,all_secretome_linked,PRSS3,12,1,-0.2279
Oligo,all_secretome_linked,ENHO,1,-1,-0.1218
Oligo,all_secretome_linked,IL11RA,2,1,0.1868
Oligo,all_secretome_linked,IGFBPL1,1,-1,0.2926
Oligo,all_secretome_linked,MAMDC2,1,1,0.0235
Oligo,all_secretome_linked,ANXA1,5,1,-0.0729
Oligo,all_secretome_linked,PCSK5,1,-1,-0.2379
Oligo,all_secretome_linked,CTSL,1,1,0.1603
Oligo,all_secretome_linked,OGN,1,1,0.1923
Oligo,all_secretome_linked,ASPN,2,1,-0.3674
Oligo,all_secretome_linked,ECM2,4,1,-0.0011
Oligo,all_secretome_linked,NINJ1,3,1,0.2024
Oligo,all_secretome_linked,COL15A1,1,-1,0.026
Oligo,all_secretome_linked,TXN,1,1,0.0572
Oligo,all_secretome_linked,SVEP1,1,-1,0.1186
Oligo,all_secretome_linked,COL27A1,2,1,0.0222
Oligo,all_secretome_linked,TNC,6,1,-0.0365
Oligo,all_secretome_linked,PAPPA,2,1,-0.0071
Oligo,all_secretome_linked,GSN,31,1,0.0182
Oligo,all_secretome_linked,CRB2,5,1,0.2856
Oligo,all_secretome_linked,OLFML2A,9,-1,0.2301
Oligo,all_secretome_linked,ANGPTL2,1,-1,-0.2624
Oligo,all_secretome_linked,TOR2A,1,-1,0.0325
Oligo,all_secretome_linked,HMCN2,9,-1,0.2324
Oligo,all_secretome_linked,LAMC3,1,1,-0.2277
Oligo,all_secretome_linked,CEL,3,1,-0.2849
Oligo,all_secretome_linked,ADAMTS13,5,-1,0.2944
Oligo,all_secretome_linked,ADAMTSL2,2,-1,0.1934
Oligo,all_secretome_linked,COL5A1,1,1,-0.2982
Oligo,all_secretome_linked,OLFM1,4,-1,0.1981
Oligo,all_secretome_linked,LCN1,1,1,-0.2601
Oligo,all_secretome_linked,QSOX2,2,-1,0.1754
Oligo,all_secretome_linked,EGFL7,2,-1,0.3307
Oligo,all_secretome_linked,LCN15,1,-1,0.3315
Oligo,all_secretome_linked,LCN12,2,-1,0.2591
Oligo,all_secretome_linked,PTGDS,2,1,0.0979
Oligo,all_secretome_linked,DPP7,2,1,-0.1704
Oligo,all_secretome_linked,ITIH5,9,1,-0.022
Oligo,all_secretome_linked,CCDC3,19,1,-0.0249
Oligo,all_secretome_linked,CDNF,2,1,0.1451
Oligo,all_secretome_linked,C1QL3,1,-1,0.24
Oligo,all_secretome_linked,NRP1,1,-1,-0.3126
Oligo,all_secretome_linked,CXCL12,2,1,0.4398
Oligo,all_secretome_linked,GDF10,2,-1,-0.0799
Oligo,all_secretome_linked,RBP3,2,-1,-0.0761
Oligo,all_secretome_linked,VSTM4,2,-1,0.0322
Oligo,all_secretome_linked,ASAH2,2,1,0.0181
Oligo,all_secretome_linked,PCDH15,3,-1,0.0052
Oligo,all_secretome_linked,SRGN,3,1,-0.1696
Oligo,all_secretome_linked,NODAL,1,1,-0.2993
Oligo,all_secretome_linked,ADAMTS14,3,1,0.4432
Oligo,all_secretome_linked,PSAP,2,1,0.227
Oligo,all_secretome_linked,SPOCK2,2,1,-0.3072
Oligo,all_secretome_linked,SFTPD,1,1,-0.0311
Oligo,all_secretome_linked,PLAC9,3,1,-0.1998
Oligo,all_secretome_linked,PRXL2A,6,-1,-0.0405
Oligo,all_secretome_linked,NRG3,169,-1,0.0698
Oligo,all_secretome_linked,MMRN2,2,1,-0.1939
Oligo,all_secretome_linked,MINPP1,2,-1,0.1639
Oligo,all_secretome_linked,PTEN,1,-1,-0.1695
Oligo,all_secretome_linked,RNLS,1,1,-0.1066
Oligo,all_secretome_linked,FAS,1,-1,0.2355
Oligo,all_secretome_linked,FGFBP3,1,1,0.0616
Oligo,all_secretome_linked,IDE,10,-1,0.0653
Oligo,all_secretome_linked,RBP4,2,1,-0.204
Oligo,all_secretome_linked,LGI1,2,-1,0.1037
Oligo,all_secretome_linked,TLL2,1,-1,-0.1174
Oligo,all_secretome_linked,SLIT1,2,-1,0.2869
Oligo,all_secretome_linked,CRTAC1,3,-1,0.0992
Oligo,all_secretome_linked,LOXL4,2,1,0.0751
Oligo,all_secretome_linked,HPSE2,35,-1,0.0054
Oligo,all_secretome_linked,WNT8B,1,-1,0.1056
Oligo,all_secretome_linked,CASP7,7,-1,-0.0921
Oligo,all_secretome_linked,FGFR2,18,-1,0.007
Oligo,all_secretome_linked,HTRA1,3,1,0.036
Oligo,all_secretome_linked,DMBT1,1,-1,0.4895
Oligo,all_secretome_linked,FAM24B,1,-1,0.1732
Oligo,all_secretome_linked,CPXM2,2,-1,-0.0266
Oligo,all_secretome_linked,MMP21,2,1,0.0056
Oligo,all_secretome_linked,ADAM12,2,-1,-0.1405
Oligo,all_secretome_linked,DEAF1,2,1,0.2514
Oligo,all_secretome_linked,GATD1,1,-1,0.0322
Oligo,all_secretome_linked,CHID1,3,1,-0.1541
Oligo,all_secretome_linked,CTSD,1,1,0.0213
Oligo,all_secretome_linked,MMP26,3,-1,0.0447
Oligo,all_secretome_linked,SMPD1,1,1,0.31
Oligo,all_secretome_linked,HPX,2,-1,0.2633
Oligo,all_secretome_linked,OLFML1,3,1,0.1438
Oligo,all_secretome_linked,TUB,22,-1,0.0488
Oligo,all_secretome_linked,SCUBE2,1,1,-0.3468
Oligo,all_secretome_linked,MTRNR2L8,1,-1,0.2082
Oligo,all_secretome_linked,DKK3,2,1,-0.1779
Oligo,all_secretome_linked,SPON1,1,-1,-0.0212
Oligo,all_secretome_linked,CALCB,6,-1,-0.0046
Oligo,all_secretome_linked,NUCB2,1,-1,-0.1373
Oligo,all_secretome_linked,NELL1,2,-1,0.3697
Oligo,all_secretome_linked,LUZP2,27,1,0.0851
Oligo,all_secretome_linked,FIBIN,3,1,0.0222
Oligo,all_secretome_linked,BDNF,15,1,-0.0942
Oligo,all_secretome_linked,CD59,5,1,-0.0366
Oligo,all_secretome_linked,CD44,13,1,0.0574
Oligo,all_secretome_linked,PAMR1,12,-1,0.096
Oligo,all_secretome_linked,FJX1,2,1,0.1665
Oligo,all_secretome_linked,EXT2,2,-1,0.0788
Oligo,all_secretome_linked,MDK,1,1,-0.1566
Oligo,all_secretome_linked,F2,1,-1,0.3997
Oligo,all_secretome_linked,C1QTNF4,3,-1,0.0363
Oligo,all_secretome_linked,PTPRJ,1,-1,0.0784
Oligo,all_secretome_linked,SERPING1,1,1,-0.2465
Oligo,all_secretome_linked,MS4A13,1,1,0.1065
Oligo,all_secretome_linked,VWCE,6,1,-0.2216
Oligo,all_secretome_linked,FLRT1,2,1,-0.2813
Oligo,all_secretome_linked,VEGFB,2,1,0.1419
Oligo,all_secretome_linked,LTBP3,4,1,0.172
Oligo,all_secretome_linked,EFEMP2,1,-1,-0.0187
Oligo,all_secretome_linked,DEFB131B,1,1,0.0849
Oligo,all_secretome_linked,IL18BP,2,1,-0.0245
Oligo,all_secretome_linked,FOLR2,2,1,-0.2185
Oligo,all_secretome_linked,CHRDL2,1,-1,0.1988
Oligo,all_secretome_linked,WNT11,2,-1,-0.0122
Oligo,all_secretome_linked,PRSS23,1,-1,0.6536
Oligo,all_secretome_linked,ENDOD1,1,1,0.0702
Oligo,all_secretome_linked,ANGPTL5,1,-1,-0.0781
Oligo,all_secretome_linked,PDGFD,1,1,0.1176
Oligo,all_secretome_linked,CASP4,3,1,-0.0865
Oligo,all_secretome_linked,CRYAB,5,1,0.0888
Oligo,all_secretome_linked,IL18,1,1,-0.1652
Oligo,all_secretome_linked,NCAM1,1,1,0.1205
Oligo,all_secretome_linked,APOA1,1,-1,0.2242
Oligo,all_secretome_linked,TMEM25,1,1,-0.1674
Oligo,all_secretome_linked,NECTIN1,2,1,0.0369
Oligo,all_secretome_linked,OAF,1,1,0.1335
Oligo,all_secretome_linked,TECTA,3,-1,0.1534
Oligo,all_secretome_linked,SORL1,45,1,-0.0088
Oligo,all_secretome_linked,ST3GAL4,15,-1,0.0114
Oligo,all_secretome_linked,KIRREL3,1,1,0.0184
Oligo,all_secretome_linked,ADAMTS8,2,1,-0.0231
Oligo,all_secretome_linked,JAM3,1,-1,-0.0568
Oligo,all_secretome_linked,GLB1L2,1,-1,-0.0847
Oligo,all_secretome_linked,B3GAT1,9,1,-0.0103
Oligo,all_secretome_linked,WNT5B,17,-1,0.1124
Oligo,all_secretome_linked,TULP3,1,1,0.1266
Oligo,all_secretome_linked,NTF3,21,-1,-0.0123
Oligo,all_secretome_linked,VWF,2,1,-0.1621
Oligo,all_secretome_linked,CD9,11,1,-0.0121
Oligo,all_secretome_linked,TNFRSF1A,2,-1,0.2361
Oligo,all_secretome_linked,ACRBP,1,1,-0.2178
Oligo,all_secretome_linked,C1S,15,1,-0.1221
Oligo,all_secretome_linked,C1R,2,1,0.0314
Oligo,all_secretome_linked,C1RL,1,1,-0.4808
Oligo,all_secretome_linked,CD163L1,1,-1,0.5129
Oligo,all_secretome_linked,CD163,1,1,0.338
Oligo,all_secretome_linked,MFAP5,2,1,-0.0721
Oligo,all_secretome_linked,A2ML1,6,1,-0.0598
Oligo,all_secretome_linked,A2M,3,1,0.1913
Oligo,all_secretome_linked,OLR1,3,1,0.1876
Oligo,all_secretome_linked,PRR4,1,-1,-0.1129
Oligo,all_secretome_linked,PRH2,1,1,-0.0219
Oligo,all_secretome_linked,PRB1,2,1,-0.1324
Oligo,all_secretome_linked,PRB2,1,-1,0.32
Oligo,all_secretome_linked,ART4,2,-1,0.0219
Oligo,all_secretome_linked,MGP,4,1,-0.0513
Oligo,all_secretome_linked,IAPP,3,1,-0.0541
Oligo,all_secretome_linked,SPX,2,1,0.2709
Oligo,all_secretome_linked,PTHLH,1,-1,0.0279
Oligo,all_secretome_linked,OVCH1,1,1,0.1269
Oligo,all_secretome_linked,ADAMTS20,2,-1,0.1255
Oligo,all_secretome_linked,NELL2,3,-1,0.1936
Oligo,all_secretome_linked,ENDOU,2,-1,0.1463
Oligo,all_secretome_linked,WNT10B,2,-1,0.6563
Oligo,all_secretome_linked,IGFBP6,1,-1,0.4897
Oligo,all_secretome_linked,NPFF,1,1,-0.2555
Oligo,all_secretome_linked,CD63,1,1,0.2067
Oligo,all_secretome_linked,GDF11,2,1,0.1736
Oligo,all_secretome_linked,MMP19,1,1,-0.2056
Oligo,all_secretome_linked,PMEL,1,1,0.0312
Oligo,all_secretome_linked,ERBB3,3,1,0.033
Oligo,all_secretome_linked,IL23A,2,-1,0.4406
Oligo,all_secretome_linked,TAC3,6,-1,0.0077
Oligo,all_secretome_linked,WIF1,1,-1,0.0538
Oligo,all_secretome_linked,IL26,1,1,-0.3346
Oligo,all_secretome_linked,LYZ,1,1,-0.0204
Oligo,all_secretome_linked,PTPRR,20,-1,-0.0046
Oligo,all_secretome_linked,GLIPR1L1,5,1,-0.109
Oligo,all_secretome_linked,OTOGL,15,-1,0.0279
Oligo,all_secretome_linked,NTS,2,1,-0.0861
Oligo,all_secretome_linked,KITLG,1,-1,0.306
Oligo,all_secretome_linked,DCN,2,1,-0.0538
Oligo,all_secretome_linked,NTN4,1,-1,0.2058
Oligo,all_secretome_linked,IGF1,2,1,0.0284
Oligo,all_secretome_linked,DAO,4,-1,0.0629
Oligo,all_secretome_linked,TCTN1,1,-1,-0.341
Oligo,all_secretome_linked,GLT1D1,3,-1,0.1123
Oligo,all_secretome_linked,MMP17,5,-1,0.0318
Oligo,all_secretome_linked,IL17D,1,-1,0.1342
Oligo,all_secretome_linked,FGF9,1,-1,-0.0999
Oligo,all_secretome_linked,C1QTNF9B,3,-1,0.1532
Oligo,all_secretome_linked,C1QTNF9,2,1,-0.3896
Oligo,all_secretome_linked,FLT1,35,1,-0.0256
Oligo,all_secretome_linked,HMGB1,21,1,-0.0816
Oligo,all_secretome_linked,KL,2,-1,0.2402
Oligo,all_secretome_linked,NHLRC3,1,1,0.1422
Oligo,all_secretome_linked,ENOX1,2,1,0.06
Oligo,all_secretome_linked,ITM2B,3,1,0.0832
Oligo,all_secretome_linked,SERPINE3,3,-1,-0.0397
Oligo,all_secretome_linked,THSD1,4,1,-0.0458
Oligo,all_secretome_linked,CNMD,2,1,0.0985
Oligo,all_secretome_linked,PIBF1,1,-1,-0.0079
Oligo,all_secretome_linked,CLN5,1,1,0.1733
Oligo,all_secretome_linked,SLITRK1,3,-1,0.1101
Oligo,all_secretome_linked,GPC5,35,1,-0.0968
Oligo,all_secretome_linked,GPC6,89,1,0.0061
Oligo,all_secretome_linked,ITGBL1,4,1,-0.1836
Oligo,all_secretome_linked,TNFSF13B,3,-1,-0.0119
Oligo,all_secretome_linked,COL4A1,1,-1,-0.2442
Oligo,all_secretome_linked,COL4A2,1,-1,-0.2442
Oligo,all_secretome_linked,F10,3,1,-0.2095
Oligo,all_secretome_linked,GAS6,2,1,-0.1958
Oligo,all_secretome_linked,ANG,2,1,0.0602
Oligo,all_secretome_linked,RNASE4,2,1,0.0602
Oligo,all_secretome_linked,RNASE6,2,1,-0.1057
Oligo,all_secretome_linked,RNASE1,3,1,0.2725
Oligo,all_secretome_linked,C14orf93,1,1,0.2561
Oligo,all_secretome_linked,DHRS4L2,9,-1,0.0082
Oligo,all_secretome_linked,COCH,1,1,-0.2011
Oligo,all_secretome_linked,FAM177A1,2,1,0.1373
Oligo,all_secretome_linked,TMX1,1,1,0.2807
Oligo,all_secretome_linked,NID2,1,-1,0.264
Oligo,all_secretome_linked,TXNDC16,1,-1,-0.1616
Oligo,all_secretome_linked,ERO1A,1,-1,-0.2048
Oligo,all_secretome_linked,LGALS3,1,1,0.0108
Oligo,all_secretome_linked,SMOC1,3,-1,0.1468
Oligo,all_secretome_linked,PAPLN,5,1,-0.0515
Oligo,all_secretome_linked,ENTPD5,1,1,-0.0614
Oligo,all_secretome_linked,NPC2,1,1,0.1421
Oligo,all_secretome_linked,LTBP2,1,1,-0.0016
Oligo,all_secretome_linked,PGF,3,1,-0.2336
Oligo,all_secretome_linked,TGFB3,3,1,0.2028
Oligo,all_secretome_linked,VASH1,6,-1,0.0879
Oligo,all_secretome_linked,ISM2,1,1,-0.5007
Oligo,all_secretome_linked,FLRT2,4,-1,-0.1559
Oligo,all_secretome_linked,FBLN5,2,-1,0.5658
Oligo,all_secretome_linked,CHGA,2,-1,-0.1127
Oligo,all_secretome_linked,SERPINA1,2,1,-0.1798
Oligo,all_secretome_linked,SERPINA5,5,-1,0.0432
Oligo,all_secretome_linked,SERPINA3,1,1,-0.1334
Oligo,all_secretome_linked,HHIPL1,2,-1,0.3522
Oligo,all_secretome_linked,WDR25,3,1,-0.0474
Oligo,all_secretome_linked,AMN,1,-1,0.7025
Oligo,all_secretome_linked,SCG5,2,-1,0.2158
Oligo,all_secretome_linked,GREM1,1,1,0.174
Oligo,all_secretome_linked,THBS1,2,-1,0.0951
Oligo,all_secretome_linked,B2M,2,1,0.3792
Oligo,all_secretome_linked,SORD,6,1,-0.1674
Oligo,all_secretome_linked,FBN1,1,-1,-0.197
Oligo,all_secretome_linked,FGF7,2,-1,-0.0382
Oligo,all_secretome_linked,GLDN,8,-1,-0.0747
Oligo,all_secretome_linked,SCG3,1,1,-0.3323
Oligo,all_secretome_linked,LIPC,6,1,-0.2654
Oligo,all_secretome_linked,ANXA2,1,1,-0.3043
Oligo,all_secretome_linked,PPIB,1,1,0.1118
Oligo,all_secretome_linked,CILP,1,1,-0.5624
Oligo,all_secretome_linked,C15orf61,1,1,-0.0113
Oligo,all_secretome_linked,SPESP1,1,1,-0.1493
Oligo,all_secretome_linked,THSD4,62,-1,0.1044
Oligo,all_secretome_linked,ADPGK,10,1,-0.0736
Oligo,all_secretome_linked,LOXL1,3,-1,0.1708
Oligo,all_secretome_linked,ADAMTS7,1,1,0.1698
Oligo,all_secretome_linked,CEMIP,1,1,0.0667
Oligo,all_secretome_linked,IL16,24,1,-0.1218
Oligo,all_secretome_linked,ADAMTSL3,2,1,0.0572
Oligo,all_secretome_linked,NMB,1,1,0.095
Oligo,all_secretome_linked,ACAN,1,-1,-0.1973
Oligo,all_secretome_linked,MFGE8,2,1,0.613
Oligo,all_secretome_linked,NGRN,1,1,-0.0782
Oligo,all_secretome_linked,FURIN,5,1,-0.0629
Oligo,all_secretome_linked,ST8SIA2,2,-1,0.5539
Oligo,all_secretome_linked,RGMA,5,-1,0.2012
Oligo,all_secretome_linked,ADAMTS17,1,-1,-0.0115
Oligo,all_secretome_linked,CHSY1,1,-1,-0.0201
Oligo,all_secretome_linked,PCSK6,45,1,-0.0979
Oligo,all_secretome_linked,WFIKKN1,1,1,0.0413
Oligo,all_secretome_linked,METRN,2,1,-0.0449
Oligo,all_secretome_linked,GNPTG,1,1,0.1731
Oligo,all_secretome_linked,GFER,2,1,-0.1723
Oligo,all_secretome_linked,PKD1,2,-1,-0.1144
Oligo,all_secretome_linked,DNASE1L2,1,1,-0.5235
Oligo,all_secretome_linked,PRSS27,1,1,-0.1455
Oligo,all_secretome_linked,IL32,1,1,-0.4751
Oligo,all_secretome_linked,MTRNR2L4,1,1,-0.0132
Oligo,all_secretome_linked,DNASE1,2,1,-0.2956
Oligo,all_secretome_linked,VASN,5,1,-0.0841
Oligo,all_secretome_linked,C16orf89,1,-1,-0.318
Oligo,all_secretome_linked,XYLT1,1,1,0.0887
Oligo,all_secretome_linked,OTOA,3,-1,0.2761
Oligo,all_secretome_linked,VWA3A,8,1,-0.2145
Oligo,all_secretome_linked,IL4R,12,-1,0.0856
Oligo,all_secretome_linked,CTF1,2,1,-0.0021
Oligo,all_secretome_linked,PRSS53,1,-1,0.5372
Oligo,all_secretome_linked,ITFG1,1,-1,-0.3054
Oligo,all_secretome_linked,MMP2,13,1,-0.0389
Oligo,all_secretome_linked,CES5A,13,-1,0.1596
Oligo,all_secretome_linked,RSPRY1,1,-1,-0.2091
Oligo,all_secretome_linked,CX3CL1,1,-1,0.3646
Oligo,all_secretome_linked,ADGRG1,11,-1,-0.035
Oligo,all_secretome_linked,PRSS54,1,-1,0.0529
Oligo,all_secretome_linked,CKLF,2,1,0.2813
Oligo,all_secretome_linked,CES4A,4,1,0.0464
Oligo,all_secretome_linked,GFOD2,1,1,0.0477
Oligo,all_secretome_linked,NRN1L,2,1,-0.0335
Oligo,all_secretome_linked,LCAT,3,1,0.0077
Oligo,all_secretome_linked,PLA2G15,3,-1,-0.2621
Oligo,all_secretome_linked,ST3GAL2,11,1,-0.0793
Oligo,all_secretome_linked,IL34,14,1,-0.1347
Oligo,all_secretome_linked,CLEC18B,1,1,0.2031
Oligo,all_secretome_linked,ADAMTS18,1,-1,-0.0326
Oligo,all_secretome_linked,MBTPS1,1,1,0.1788
Oligo,all_secretome_linked,WFDC1,1,-1,0.2391
Oligo,all_secretome_linked,CRISPLD2,2,-1,0.0542
Oligo,all_secretome_linked,SERPINF2,4,1,-0.0574
Oligo,all_secretome_linked,SERPINF1,2,1,-0.3724
Oligo,all_secretome_linked,CYB5D2,1,-1,-0.1078
Oligo,all_secretome_linked,CXCL16,1,-1,0.0447
Oligo,all_secretome_linked,VMO1,1,1,-0.255
Oligo,all_secretome_linked,C1QBP,1,1,-0.1427
Oligo,all_secretome_linked,ASGR1,1,-1,0.1895
Oligo,all_secretome_linked,TNFSF12,1,1,0.027
Oligo,all_secretome_linked,TNFSF13,2,1,0.0859
Oligo,all_secretome_linked,SHBG,3,1,0.0085
Oligo,all_secretome_linked,NTN1,2,1,-0.3931
Oligo,all_secretome_linked,MTRNR2L1,2,-1,-1.2993
Oligo,all_secretome_linked,LGALS9,3,1,-0.2122
Oligo,all_secretome_linked,VTN,2,-1,0.1574
Oligo,all_secretome_linked,SDF2,1,1,-0.129
Oligo,all_secretome_linked,DHRS13,1,-1,0.0028
Oligo,all_secretome_linked,ABHD15,2,1,-0.1267
Oligo,all_secretome_linked,TMEM98,1,1,0.4575
Oligo,all_secretome_linked,SPACA3,3,1,-0.1915
Oligo,all_secretome_linked,CCL2,1,-1,0.6791
Oligo,all_secretome_linked,MMP28,2,-1,0.4778
Oligo,all_secretome_linked,CCL5,2,1,-0.1406
Oligo,all_secretome_linked,DHRS11,1,1,-0.3987
Oligo,all_secretome_linked,PLXDC1,2,-1,0.0779
Oligo,all_secretome_linked,IGFBP4,1,1,-0.1348
Oligo,all_secretome_linked,IFI35,1,1,0.0002
Oligo,all_secretome_linked,PYY,8,-1,0.1657
Oligo,all_secretome_linked,GRN,3,1,-0.1877
Oligo,all_secretome_linked,C1QL1,2,-1,-0.0742
Oligo,all_secretome_linked,MAPT,19,1,-0.1619
Oligo,all_secretome_linked,WNT3,1,-1,0.1262
Oligo,all_secretome_linked,NXPH3,2,-1,0.0432
Oligo,all_secretome_linked,XYLT2,1,-1,-0.0209
Oligo,all_secretome_linked,SPATA20,1,1,-0.0942
Oligo,all_secretome_linked,WFIKKN2,1,1,0.1534
Oligo,all_secretome_linked,CA10,3,-1,0.162
Oligo,all_secretome_linked,C17orf67,1,1,0.2894
Oligo,all_secretome_linked,SCPEP1,1,1,0.0631
Oligo,all_secretome_linked,RNF43,3,1,-0.0691
Oligo,all_secretome_linked,ACE,2,1,-0.4521
Oligo,all_secretome_linked,FAM20A,13,-1,0.2002
Oligo,all_secretome_linked,BTBD17,2,1,-0.1001
Oligo,all_secretome_linked,C17orf99,1,-1,-0.0234
